樹木ID,樹高(ｍ),樹冠直径(ｍ),樹冠体積(ｍ3),胸高直径(cm),樹種,経度,緯度,標高
521,8.300000000000001,3.199000000000000,24.579999999999998,21,B,139.536632830000030,35.790005235000024,2.729999999995925
522,8.199999999999999,4.595000000000000,81.296000000000006,20,B,139.536617082000021,35.790015742000037,2.869999999995343
523,7.100000000000000,2.112000000000000,16.753000000000000,19,B,139.536669756000038,35.790041200000076,2.139999999999418
524,8.300000000000001,5.813000000000000,130.014999999999986,20,B,139.536669439000093,35.790067068000042,2.449999999997090
525,9.199999999999999,4.204000000000000,71.653999999999996,22,B,139.536662721000084,35.790088774000026,2.169999999998254
526,7.500000000000000,4.125000000000000,63.374000000000002,19,B,139.536634430000049,35.790140082000050,2.259999999994761
527,9.699999999999999,6.938000000000000,226.257000000000005,22,B,139.536659734000068,35.790148166000051,2.000000000000000
528,7.400000000000000,3.655000000000000,44.588999999999999,19,B,139.536614919000044,35.790151210000033,2.740000000005239
529,6.400000000000000,2.346000000000000,18.126999999999999,18,B,139.536374148000050,35.790193069000054,2.410000000003492
530,6.400000000000000,1.866000000000000,9.422000000000001,18,B,139.536386392000054,35.790202564000026,2.050000000002910
531,5.900000000000000,4.483000000000000,65.691999999999993,17,B,139.536378661000072,35.790169285000047,1.919999999998254
532,6.300000000000000,5.006000000000000,84.606999999999999,18,B,139.536522492000017,35.790075990000048,2.289999999993597
533,5.800000000000000,2.575000000000000,15.263999999999999,17,B,139.536499313000036,35.790061781000077,2.089999999996508
534,6.800000000000000,2.142000000000000,5.987000000000000,18,B,139.536541989000057,35.790039082000078,2.979999999995925
535,5.700000000000000,4.155000000000000,21.728000000000002,17,B,139.536532182000087,35.790028783000025,2.460000000006403
536,7.300000000000000,8.153000000000000,197.727000000000004,19,B,139.536536403000014,35.789994271000069,2.309999999997672
537,7.000000000000000,2.398000000000000,14.048000000000000,19,B,139.536589649000121,35.790015044000029,2.529999999998836
539,6.200000000000000,4.943000000000000,60.975999999999999,18,B,139.536503426000081,35.789937495000061,1.899999999994179
540,7.700000000000000,5.356000000000000,77.578999999999994,20,B,139.536611012000094,35.789952272000050,2.559999999997672
541,6.700000000000000,3.277000000000000,25.750000000000000,18,B,139.536607884000091,35.789900978000048,2.220000000001164
542,8.199999999999999,4.131000000000000,43.341999999999999,20,B,139.536615936000089,35.789877562000072,2.020000000004075
544,6.900000000000000,7.446000000000000,117.731999999999999,19,B,139.536539398000059,35.789813738000078,1.929999999993015
545,8.800000000000001,8.929000000000000,262.814000000000021,21,B,139.536583053000072,35.789795368000057,2.169999999998254
546,6.200000000000000,4.032000000000000,43.884999999999998,18,B,139.536623582000061,35.789754907000031,2.119999999995343
549,10.000000000000000,4.662000000000000,92.599000000000004,23,B,139.536675080000009,35.789799381000080,2.220000000001164
550,7.800000000000000,4.114000000000000,56.487000000000002,20,B,139.536775878000071,35.789824687000078,2.440000000002328
551,5.100000000000000,2.985000000000000,21.445000000000000,16,B,139.536892990000069,35.789806318000046,2.039999999993597
552,7.700000000000000,5.456000000000000,88.438000000000002,20,B,139.536781668000117,35.789755117000027,2.559999999997672
554,6.200000000000000,2.837000000000000,22.417000000000002,18,B,139.536746542000060,35.789740699000049,2.589999999996508
556,6.000000000000000,2.485000000000000,15.792999999999999,17,B,139.536734120000119,35.789749231000030,1.720000000001164
557,5.200000000000000,4.020000000000000,45.792999999999999,16,B,139.536699362000036,35.789725259000079,1.600000000005821
558,6.800000000000000,3.220000000000000,33.161999999999999,19,B,139.536682012000028,35.789749914000026,2.020000000004075
559,8.199999999999999,5.347000000000000,102.266999999999996,20,B,139.536767981000025,35.789776535000044,1.779999999998836
560,5.900000000000000,3.714000000000000,39.298000000000002,17,B,139.536788066000099,35.789789925000036,2.050000000002910
561,6.200000000000000,0.651,0.629,18,B,139.536816104000081,35.789806218000024,1.289999999993597
562,8.500000000000000,3.222000000000000,27.611999999999998,21,B,139.536858679000034,35.790019132000054,1.869999999995343
563,6.400000000000000,0.701,0.756,18,B,139.536377898000069,35.790463664000072,2.479999999995925
564,5.700000000000000,3.597000000000000,37.994000000000000,17,B,139.536517857000035,35.790430029000049,2.169999999998254
565,7.800000000000000,4.443000000000000,81.658000000000001,20,B,139.536584157000107,35.790391254000042,2.979999999995925
566,7.700000000000000,3.183000000000000,22.957999999999998,20,B,139.536419129000024,35.790323967000063,2.720000000001164
567,8.000000000000000,2.802000000000000,25.963999999999999,20,B,139.536428259000104,35.790308306000043,2.580000000001746
568,9.600000000000000,7.689000000000000,296.536000000000001,22,B,139.536423692000085,35.790286932000072,3.240000000005239
569,6.900000000000000,6.025000000000000,108.700000000000003,19,B,139.536459238000020,35.790307391000056,1.600000000005821
570,8.100000000000000,3.250000000000000,37.430999999999997,20,B,139.536595385000055,35.790227687000026,2.100000000005821
572,9.199999999999999,6.558000000000000,193.552999999999997,22,B,139.536792542000057,35.790490737000027,2.720000000001164
573,6.000000000000000,2.129000000000000,12.003000000000000,17,B,139.536919267000030,35.790475726000068,2.389999999999418
574,8.400000000000000,3.593000000000000,50.857999999999997,21,B,139.536894352000104,35.790452410000057,3.910000000003492
575,8.000000000000000,4.438000000000000,65.215000000000003,20,B,139.536881388000097,35.790428132000045,3.330000000001746
576,8.199999999999999,5.245000000000000,103.469999999999999,20,B,139.536889396000106,35.790416614000037,2.929999999993015
577,7.900000000000000,4.180000000000000,60.287999999999997,20,B,139.536930419000100,35.790422033000027,1.910000000003492
578,8.300000000000001,5.233000000000000,105.489000000000004,21,B,139.536899249000044,35.790385001000061,3.339999999996508
579,8.000000000000000,6.981000000000000,181.311000000000007,20,B,139.536911743000019,35.790356910000071,2.259999999994761
580,6.300000000000000,4.821000000000000,76.385000000000005,18,B,139.536769856000092,35.790373685000077,2.869999999995343
581,7.500000000000000,4.034000000000000,40.491000000000000,20,B,139.536732639000093,35.790386032000072,2.509999999994761
582,9.300000000000001,3.973000000000000,53.667999999999999,22,B,139.536748548000105,35.790451420000068,3.139999999999418
583,18.699999999999999,4.505000000000000,89.569000000000003,31,B,139.536642144000098,35.790356605000056,2.600000000005821
584,9.400000000000000,7.242000000000000,226.187999999999988,22,B,139.536705985000026,35.790324494000060,1.940000000002328
585,6.900000000000000,1.022000000000000,2.242000000000000,19,B,139.536718578000091,35.790299828000059,3.880000000004657
586,8.100000000000000,6.303000000000000,168.899000000000001,20,B,139.536708874000055,35.790291422000053,2.559999999997672
587,8.500000000000000,4.695000000000000,91.831999999999994,21,B,139.536695766000093,35.790246322000030,2.360000000000582
588,9.400000000000000,4.606000000000000,90.177000000000007,22,B,139.536756231000027,35.790229436000061,2.389999999999418
589,7.000000000000000,2.218000000000000,15.420999999999999,19,B,139.536742905000096,35.790243103000080,1.839999999996508
590,6.000000000000000,2.077000000000000,11.196999999999999,17,B,139.536772103000089,35.790215594000074,1.699999999997090
591,8.000000000000000,6.808000000000000,175.329000000000008,20,B,139.536786583000094,35.790278364000073,2.389999999999418
592,9.000000000000000,3.724000000000000,55.246000000000002,22,B,139.536777827000037,35.790342338000073,2.220000000001164
593,9.199999999999999,6.685000000000000,188.353000000000009,22,B,139.536783884000101,35.790349744000025,2.949999999997090
594,6.800000000000000,6.096000000000000,121.355000000000004,19,B,139.536782575000075,35.790404183000078,1.660000000003492
595,8.000000000000000,3.412000000000000,36.198000000000000,20,B,139.536841454000069,35.790457237000055,2.600000000005821
596,6.000000000000000,1.479000000000000,4.881000000000000,17,B,139.536912675000053,35.790463362000025,2.380000000004657
597,6.800000000000000,1.846000000000000,8.220000000000001,18,B,139.536912272000109,35.790452815000037,2.139999999999418
598,5.400000000000000,3.306000000000000,21.555000000000000,16,B,139.536910567000064,35.790286421000076,1.600000000005821
599,5.900000000000000,3.009000000000000,19.550000000000001,17,B,139.536916289000033,35.790264713000056,1.190000000002328
600,5.200000000000000,4.704000000000000,55.712000000000003,16,B,139.537003105000053,35.790420951000044,1.470000000001164
601,5.100000000000000,4.487000000000000,50.140000000000001,16,B,139.537039082000092,35.790444745000059,1.860000000000582
602,5.100000000000000,2.509000000000000,18.907000000000000,16,B,139.537046795000037,35.790453056000047,1.309999999997672
603,8.300000000000001,5.317000000000000,123.525000000000006,21,B,139.537079501000107,35.790493607000030,1.839999999996508
604,6.500000000000000,2.169000000000000,11.542000000000000,18,B,139.537011987000028,35.790322995000054,1.929999999993015
606,8.300000000000001,2.792000000000000,25.353000000000002,21,B,139.537038896000013,35.790286197000057,1.970000000001164
607,9.400000000000000,4.695000000000000,91.028999999999996,22,B,139.536974912000119,35.790267561000064,1.389999999999418
608,8.800000000000001,7.958000000000000,189.769000000000005,21,B,139.537069000000088,35.790252740000028,1.550000000002910
609,4.200000000000000,1.191000000000000,2.521000000000000,14,B,139.537151914000106,35.790268178000076,1.160000000003492
610,5.000000000000000,3.225000000000000,26.605000000000000,16,B,139.537229509000099,35.790226095000037,1.570000000006985
611,9.500000000000000,8.964000000000000,360.040999999999997,22,B,139.537174693000111,35.790449856000066,2.240000000005239
612,9.100000000000000,2.126000000000000,16.693000000000001,22,B,139.537191232000055,35.790464679000024,1.690000000002328
613,6.800000000000000,0.949,1.855000000000000,18,B,139.537182570000027,35.790473581000072,1.320000000006985
614,7.000000000000000,3.643000000000000,43.432000000000002,19,B,139.537198600000011,35.790476595000030,1.559999999997672
615,8.300000000000001,6.886000000000000,207.536000000000001,21,B,139.537133593000021,35.790494912000042,1.750000000000000
616,8.800000000000001,5.861000000000000,164.407999999999987,21,B,139.537094427000056,35.790466153000068,2.440000000002328
617,7.300000000000000,5.297000000000000,97.361000000000004,19,B,139.537216530000023,35.790414626000029,1.160000000003492
618,7.600000000000000,2.998000000000000,28.425000000000001,20,B,139.537222985000085,35.790434021000067,1.580000000001746
619,8.600000000000000,5.179000000000000,116.905000000000001,21,B,139.537238131000095,35.790436852000028,1.690000000002328
620,6.600000000000000,2.944000000000000,18.515999999999998,18,B,139.537201989000096,35.790368261000026,3.199999999997090
621,7.300000000000000,3.482000000000000,37.892000000000003,19,B,139.537154027000042,35.790324878000035,1.649999999994179
622,5.800000000000000,2.050000000000000,11.154000000000000,17,B,139.537167529000044,35.790323289000071,1.949999999997090
623,6.500000000000000,3.349000000000000,28.224000000000000,18,B,139.537139503000049,35.790333315000055,2.419999999998254
624,6.600000000000000,1.017000000000000,2.242000000000000,18,B,139.536939850000067,35.790444320000063,2.619999999995343
625,5.800000000000000,3.571000000000000,34.543999999999997,17,B,139.537106649000066,35.790362347000041,1.750000000000000
626,7.200000000000000,3.447000000000000,31.366000000000000,19,B,139.537109495000095,35.790370737000046,1.839999999996508
627,7.900000000000000,4.349000000000000,73.722999999999999,20,B,139.537102252000068,35.790384690000053,2.059999999997672
628,7.000000000000000,1.774000000000000,6.492000000000000,19,B,139.537102279000010,35.790258230000063,3.229999999995925
630,5.600000000000000,2.630000000000000,19.570000000000000,17,B,139.537081488000013,35.790226362000055,1.589999999996508
631,8.600000000000000,5.641000000000000,96.599000000000004,21,B,139.537146269000118,35.790209305000076,4.199999999997090
632,6.500000000000000,6.837000000000000,121.304000000000002,18,B,139.537170452000055,35.790280932000030,2.229999999995925
634,5.400000000000000,0.949,1.554000000000000,16,B,139.537138959000117,35.790301045000035,1.910000000003492
635,6.900000000000000,5.660000000000000,101.545000000000002,19,B,139.537005294000096,35.790337941000075,1.559999999997672
637,8.000000000000000,4.805000000000000,89.072000000000003,20,B,139.536946301000057,35.790375382000036,1.910000000003492
638,6.400000000000000,7.419000000000000,152.092000000000013,18,B,139.536970087000100,35.790107109000076,1.440000000002328
639,10.300000000000001,5.262000000000000,113.631000000000000,23,B,139.536962050000056,35.790037054000038,2.610000000000582
640,9.000000000000000,7.804000000000000,203.518000000000001,21,B,139.537011060000054,35.790006529000038,2.330000000001746
641,7.000000000000000,2.002000000000000,10.746000000000000,19,B,139.536996178000095,35.789992431000030,2.190000000002328
642,7.200000000000000,5.518000000000000,107.552000000000007,19,B,139.536967862000097,35.789901685000075,2.500000000000000
643,6.700000000000000,1.066000000000000,2.620000000000000,18,B,139.537019890000010,35.789863055000069,1.690000000002328
644,7.100000000000000,1.692000000000000,7.929000000000000,19,B,139.537011391000078,35.789857897000047,1.570000000006985
645,8.000000000000000,4.607000000000000,69.703999999999994,20,B,139.537010640000062,35.789881240000057,3.059999999997672
646,6.100000000000000,1.354000000000000,2.952000000000000,17,B,139.537022404000027,35.789871174000041,1.520000000004075
647,6.300000000000000,5.375000000000000,80.384000000000000,18,B,139.537025681000046,35.789852704000054,1.419999999998254
648,8.800000000000001,3.783000000000000,49.115000000000002,21,B,139.537016192000010,35.789875845000040,2.419999999998254
649,7.700000000000000,6.154000000000000,146.318000000000012,20,B,139.537072381000030,35.789878327000054,1.250000000000000
650,8.500000000000000,4.068000000000000,44.348999999999997,21,B,139.537094452000019,35.789892984000062,2.419999999998254
651,9.500000000000000,4.558000000000000,66.323999999999998,22,B,139.537116080000033,35.789907819000064,2.630000000004657
652,9.800000000000001,5.898000000000000,119.305999999999997,22,B,139.537124489000121,35.789907479000078,2.539999999993597
653,7.800000000000000,4.176000000000000,53.756999999999998,20,B,139.537086028000090,35.790135787000054,2.619999999995343
654,5.400000000000000,2.265000000000000,8.086000000000000,16,B,139.537112536000109,35.790147390000072,1.660000000003492
656,5.800000000000000,1.031000000000000,1.748000000000000,17,B,139.537156489000040,35.790108379000060,2.309999999997672
657,9.600000000000000,6.321000000000000,147.270000000000010,22,B,139.537182733000009,35.790101774000050,1.529999999998836
658,9.100000000000000,6.061000000000000,94.450999999999993,22,B,139.537192195000102,35.790085753000028,2.110000000000582
659,8.900000000000000,3.242000000000000,38.334000000000003,21,B,139.537201348000053,35.790034038000044,1.580000000001746
660,6.600000000000000,1.604000000000000,7.679000000000000,18,B,139.537162503000104,35.790008164000028,2.259999999994761
661,6.500000000000000,5.528000000000000,87.028999999999996,18,B,139.537168946000065,35.790001059000076,1.919999999998254
662,4.900000000000000,1.882000000000000,7.711000000000000,16,B,139.537068160000103,35.789942583000027,1.529999999998836
663,7.400000000000000,4.083000000000000,57.462000000000003,19,B,139.537009192000028,35.790032934000067,1.910000000003492
664,6.200000000000000,6.209000000000000,115.478999999999999,18,B,139.537057381000068,35.790104530000065,2.259999999994761
665,6.700000000000000,4.939000000000000,67.894000000000005,18,B,139.537073810000038,35.790059683000038,2.389999999999418
666,8.699999999999999,5.391000000000000,107.317999999999998,21,B,139.537258512000108,35.790191284000059,1.490000000005239
667,9.000000000000000,5.574000000000000,116.700999999999993,21,B,139.537290576000032,35.790166396000075,2.350000000005821
668,9.300000000000001,5.861000000000000,126.811999999999998,22,B,139.537283332000015,35.790150875000052,2.380000000004657
669,10.100000000000000,10.640000000000001,332.786999999999978,23,B,139.537287277000019,35.790041641000073,2.080000000001746
670,17.100000000000001,9.618000000000000,643.706999999999994,30,B,139.537361516000033,35.789920321000068,4.570000000006985
671,5.900000000000000,4.943000000000000,42.409999999999997,17,B,139.537344668000060,35.790018707000058,2.630000000004657
672,5.700000000000000,3.367000000000000,23.923999999999999,17,B,139.537313045000019,35.790103537000050,2.169999999998254
673,5.400000000000000,1.571000000000000,6.058000000000000,16,B,139.537382832000048,35.790138681000030,2.259999999994761
674,5.900000000000000,4.897000000000000,77.716999999999999,17,B,139.537407505000033,35.790137750000042,2.639999999999418
675,5.800000000000000,7.296000000000000,157.550000000000011,17,B,139.537378975000024,35.790164540000035,1.699999999997090
676,7.900000000000000,7.738000000000000,239.663999999999987,20,B,139.537456602000020,35.790203219000034,2.050000000002910
677,6.000000000000000,2.639000000000000,11.568000000000000,17,B,139.537514943000019,35.790192546000071,1.139999999999418
678,5.600000000000000,1.924000000000000,6.606000000000000,17,B,139.537525944000095,35.790209068000024,2.550000000002910
679,8.100000000000000,4.774000000000000,97.825000000000003,20,B,139.537527333000071,35.790222321000044,2.479999999995925
680,7.600000000000000,8.026000000000000,260.026000000000010,20,B,139.537537416000077,35.790158440000027,2.229999999995925
681,7.000000000000000,2.243000000000000,19.927000000000000,19,B,139.537544124000078,35.790169273000060,2.500000000000000
682,6.900000000000000,3.967000000000000,65.510000000000005,19,B,139.537547964000055,35.790148191000071,1.750000000000000
684,8.300000000000001,4.646000000000000,59.832999999999998,21,B,139.537612830000057,35.790077955000072,2.639999999999418
685,5.800000000000000,4.184000000000000,32.353000000000002,17,B,139.537640290000013,35.790011863000075,2.240000000005239
686,4.600000000000000,0.778,0.784,15,B,139.537641085000018,35.790006097000060,1.479999999995925
687,7.000000000000000,2.611000000000000,23.577000000000002,19,B,139.537586291000025,35.789955576000068,3.100000000005821
688,6.300000000000000,1.321000000000000,4.474000000000000,18,B,139.537596120000103,35.789959927000041,3.100000000005821
689,6.700000000000000,3.754000000000000,38.146999999999998,18,B,139.537611024000057,35.789968346000080,2.289999999993597
690,8.199999999999999,4.090000000000000,43.387999999999998,20,B,139.537422875000061,35.789930928000047,2.779999999998836
691,7.700000000000000,5.349000000000000,97.054000000000002,20,B,139.537503620000052,35.790053620000037,1.410000000003492
692,5.400000000000000,2.406000000000000,14.403000000000000,16,B,139.537469324000085,35.790084002000071,1.660000000003492
693,6.600000000000000,5.448000000000000,77.376999999999995,18,B,139.537455875000092,35.790100914000050,2.470000000001164
695,5.700000000000000,2.475000000000000,13.835000000000001,17,B,139.537587992000113,35.790123502000029,1.679999999993015
696,6.600000000000000,2.670000000000000,22.320000000000000,18,B,139.537559073000011,35.790135509000038,2.309999999997672
699,8.500000000000000,2.329000000000000,16.745000000000001,21,B,139.537272406000056,35.790233412000077,2.750000000000000
700,7.600000000000000,4.425000000000000,69.725999999999999,20,B,139.537259319000100,35.790242303000070,2.580000000001746
701,5.100000000000000,1.617000000000000,3.880000000000000,16,B,139.537241449000021,35.790258123000058,2.029999999998836
702,4.800000000000000,1.368000000000000,4.097000000000000,15,B,139.537224208000112,35.790253664000033,1.589999999996508
703,7.900000000000000,4.886000000000000,88.569000000000003,20,B,139.537290695000024,35.790223722000064,2.380000000004657
704,6.700000000000000,2.032000000000000,10.276000000000000,18,B,139.537296328000025,35.790226350000069,2.619999999995343
705,7.700000000000000,3.588000000000000,49.179000000000002,20,B,139.537286372000040,35.790255980000040,2.009999999994761
706,8.000000000000000,5.572000000000000,112.046000000000006,20,B,139.537278432000107,35.790279035000026,2.789999999993597
707,6.500000000000000,6.127000000000000,103.390000000000001,18,B,139.537281084000028,35.790369267000074,3.139999999999418
708,6.700000000000000,4.530000000000000,64.286000000000001,18,B,139.537276180000049,35.790408914000068,2.350000000005821
710,5.800000000000000,3.756000000000000,37.468000000000004,17,B,139.537298927000052,35.790420237000035,2.289999999993597
711,6.400000000000000,3.581000000000000,45.338000000000001,18,B,139.537274461000038,35.790424864000045,1.669999999998254
712,5.300000000000000,3.501000000000000,32.914000000000001,16,B,139.537278173000118,35.790468138000051,1.279999999998836
713,7.000000000000000,1.741000000000000,9.236000000000001,19,B,139.537222390000011,35.790475211000057,1.860000000000582
715,7.900000000000000,5.219000000000000,114.971999999999994,20,B,139.537329320000026,35.790488093000079,2.300000000002910
716,6.900000000000000,5.079000000000000,98.034999999999997,19,B,139.537377182000114,35.790498847000038,1.520000000004075
717,5.900000000000000,1.534000000000000,6.268000000000000,17,B,139.537417045000097,35.790488850000031,2.559999999997672
718,6.800000000000000,4.081000000000000,70.480000000000004,19,B,139.537452563000102,35.790397721000033,1.580000000001746
719,6.300000000000000,3.693000000000000,35.128000000000000,18,B,139.537441087000047,35.790359926000065,1.850000000005821
720,7.200000000000000,3.464000000000000,43.036000000000001,19,B,139.537457149000033,35.790354107000041,1.360000000000582
722,5.400000000000000,0.782,0.792,16,B,139.537469740000120,35.790299966000077,2.179999999993015
723,22.600000000000001,5.345000000000000,255.460000000000008,34,B,139.537355730000058,35.790406766000046,2.520000000004075
725,8.300000000000001,7.546000000000000,209.103000000000009,21,B,139.536411446000102,35.790485921000027,4.699999999997090
726,6.200000000000000,4.596000000000000,71.393000000000001,18,B,139.536466267000037,35.790499576000059,2.279999999998836
727,6.100000000000000,4.553000000000000,60.651000000000003,17,B,139.536472120000099,35.790502385000025,1.919999999998254
728,5.700000000000000,5.831000000000000,87.992000000000004,17,B,139.536491219000027,35.790453579000030,2.330000000001746
729,6.300000000000000,3.396000000000000,34.667999999999999,18,B,139.536366994000105,35.790361424000025,2.100000000005821
730,10.699999999999999,7.141000000000000,207.104999999999990,23,B,139.536364089000017,35.790309770000079,2.479999999995925
731,6.200000000000000,2.740000000000000,18.021000000000001,18,B,139.536378626000101,35.790208584000027,2.850000000005821
732,7.200000000000000,5.974000000000000,123.674000000000007,19,B,139.536588541000015,35.790313028000071,1.960000000006403
733,5.700000000000000,1.898000000000000,9.601000000000001,17,B,139.536566658000083,35.790277370000069,1.720000000001164
734,6.100000000000000,2.889000000000000,21.594999999999999,18,B,139.536560265000048,35.790271135000069,2.020000000004075
735,5.500000000000000,5.073000000000000,55.953000000000003,16,B,139.536363887000107,35.790126164000071,1.449999999997090
736,6.200000000000000,2.047000000000000,12.942000000000000,18,B,139.536485054000082,35.790058772000066,2.289999999993597
737,5.700000000000000,1.056000000000000,2.511000000000000,17,B,139.536494192000077,35.790070512000057,1.339999999996508
738,6.500000000000000,4.621000000000000,74.656999999999996,18,B,139.536489523000114,35.790076629000055,1.660000000003492
739,6.800000000000000,6.662000000000000,98.438000000000002,19,B,139.536466092000069,35.790070803000049,2.509999999994761
741,6.900000000000000,7.049000000000000,192.840000000000003,19,B,139.536586626000030,35.790024500000072,1.949999999997090
742,5.600000000000000,5.307000000000000,57.743000000000002,17,B,139.536582110000040,35.789989517000038,2.500000000000000
743,7.800000000000000,1.105000000000000,2.862000000000000,20,B,139.536809266000091,35.790068765000058,4.029999999998836
744,10.500000000000000,6.697000000000000,206.316000000000003,23,B,139.536798272000055,35.790050260000044,3.729999999995925
745,7.800000000000000,3.797000000000000,47.845999999999997,20,B,139.536763522000115,35.790053690000036,3.360000000000582
746,6.800000000000000,1.817000000000000,7.241000000000000,19,B,139.536743211000044,35.790041742000028,1.699999999997090
747,8.000000000000000,6.947000000000000,183.000000000000000,20,B,139.536724853000010,35.790040074000046,1.440000000002328
748,6.900000000000000,1.245000000000000,2.340000000000000,19,B,139.536686405000069,35.790026549000061,2.000000000000000
749,7.100000000000000,2.862000000000000,27.759000000000000,19,B,139.536689900000056,35.790038636000077,3.000000000000000
750,6.800000000000000,3.577000000000000,37.500999999999998,18,B,139.536620052000103,35.790079656000046,1.619999999995343
751,6.200000000000000,3.336000000000000,33.957000000000001,18,B,139.536700250000081,35.789992152000025,1.619999999995343
752,5.600000000000000,2.072000000000000,8.773000000000000,17,B,139.536761473000070,35.789920285000051,1.550000000002910
753,5.700000000000000,2.996000000000000,22.190000000000001,17,B,139.536770541000010,35.789921209000056,1.580000000001746
754,8.400000000000000,4.919000000000000,87.194000000000003,21,B,139.536860167000100,35.790452506000065,3.240000000005239
755,6.200000000000000,2.000000000000000,8.362000000000000,18,B,139.536777317000087,35.790211641000042,1.630000000004657
756,7.600000000000000,1.345000000000000,2.140000000000000,20,B,139.536746256000015,35.790204714000026,3.279999999998836
759,5.900000000000000,2.109000000000000,13.199999999999999,17,B,139.537180888000080,35.790419946000043,2.750000000000000
760,6.000000000000000,3.690000000000000,40.878999999999998,17,B,139.537136041000053,35.790401629000030,2.360000000000582
761,8.100000000000000,3.353000000000000,42.042000000000002,20,B,139.537129907000008,35.790414953000038,1.949999999997090
762,9.900000000000000,7.801000000000000,286.735999999999990,22,B,139.537133401000119,35.790427581000074,1.639999999999418
763,4.800000000000000,1.795000000000000,5.094000000000000,15,B,139.537145037000073,35.790422202000059,1.360000000000582
764,5.700000000000000,2.758000000000000,18.574999999999999,17,B,139.537072981000051,35.790432029000044,1.520000000004075
765,4.800000000000000,2.293000000000000,11.275000000000000,15,B,139.537064654000119,35.790440211000032,1.669999999998254
766,6.900000000000000,3.441000000000000,47.232999999999997,19,B,139.537120425000012,35.790406457000074,2.110000000000582
767,7.700000000000000,6.099000000000000,138.268000000000001,20,B,139.537100212000041,35.790427680000050,2.929999999993015
768,6.300000000000000,8.060000000000000,200.998999999999995,18,C,139.537178544000085,35.790306370000053,2.020000000004075
769,6.200000000000000,1.528000000000000,6.491000000000000,18,C,139.537192726000058,35.790300546000026,1.289999999993597
770,5.800000000000000,3.372000000000000,28.995000000000001,17,C,139.537082664000081,35.790207616000032,1.979999999995925
771,6.700000000000000,1.695000000000000,7.969000000000000,18,C,139.537116294000043,35.790207970000040,2.070000000006985
772,7.600000000000000,5.971000000000000,104.412999999999997,20,C,139.537134229000117,35.790144829000042,3.059999999997672
773,6.800000000000000,3.124000000000000,21.890000000000001,19,C,139.536972380000066,35.789995978000036,2.300000000002910
774,5.900000000000000,5.073000000000000,64.352999999999994,17,C,139.537233443000105,35.790000677000080,2.270000000004075
776,6.900000000000000,4.304000000000000,63.173999999999999,19,C,139.537147193000010,35.790019934000043,1.860000000000582
777,5.500000000000000,4.772000000000000,57.604999999999997,17,C,139.537089634000040,35.790028805000077,1.550000000002910
778,7.400000000000000,3.524000000000000,38.476999999999997,19,C,139.537152806000108,35.790117293000037,2.660000000003492
779,7.100000000000000,3.156000000000000,30.632999999999999,19,C,139.537326414000063,35.790466183000035,1.850000000005821
780,6.200000000000000,1.784000000000000,9.627000000000001,18,C,139.537397860000056,35.790471497000055,1.949999999997090
781,5.100000000000000,2.954000000000000,18.277999999999999,16,C,139.537234866000063,35.790392588000032,1.699999999997090
782,7.500000000000000,2.666000000000000,17.934999999999999,20,C,139.537243616000069,35.790419560000032,1.800000000002910
783,7.300000000000000,4.552000000000000,70.738000000000000,19,C,139.537281126000039,35.790268496000067,3.600000000005821
784,5.300000000000000,2.365000000000000,10.539999999999999,16,C,139.537456482000039,35.790146163000031,1.740000000005239
786,7.000000000000000,5.344000000000000,72.727999999999994,19,C,139.537246237000090,35.789892005000070,1.990000000005239
787,6.500000000000000,4.288000000000000,55.527999999999999,18,C,139.537256658000047,35.789885992000052,1.460000000006403
788,4.800000000000000,3.412000000000000,23.963000000000001,15,C,139.537412704000076,35.790346696000029,0.75
790,5.600000000000000,4.712000000000000,46.180000000000000,17,C,139.537394454000037,35.790077237000048,1.660000000003492
791,5.600000000000000,2.864000000000000,20.198000000000000,17,C,139.536710255000116,35.789770805000046,1.619999999995343
792,5.200000000000000,2.847000000000000,20.539000000000001,16,C,139.536613351000028,35.789858628000047,1.750000000000000
793,5.900000000000000,6.989000000000000,158.544999999999987,17,C,139.536795061000021,35.789902070000039,1.910000000003492
794,5.300000000000000,3.826000000000000,30.154000000000000,16,C,139.536757850000072,35.789942629000052,1.770000000004075
795,9.400000000000000,7.155000000000000,187.578000000000003,22,C,139.536444448000111,35.790357740000047,1.630000000004657
796,8.400000000000000,2.168000000000000,15.042000000000000,21,C,139.536399311000082,35.790476787000046,1.009999999994761
797,6.600000000000000,4.964000000000000,78.010000000000005,18,C,139.536478294000062,35.790448499000036,1.570000000006985
798,8.600000000000000,5.124000000000000,95.766000000000005,21,C,139.536681315000010,35.790265034000072,3.259999999994761
799,7.700000000000000,6.074000000000000,123.658000000000001,20,C,139.536363235000067,35.790479943000037,1.289999999993597
800,7.700000000000000,4.227000000000000,62.140000000000001,20,C,139.536957571000016,35.790438865000056,1.600000000005821
801,8.000000000000000,2.673000000000000,27.399999999999999,20,C,139.536926739000023,35.790429956000025,1.710000000006403
802,5.400000000000000,4.033000000000000,47.570999999999998,16,C,139.537341807000075,35.790432240000030,1.520000000004075
803,4.500000000000000,3.077000000000000,18.422000000000001,15,C,139.537349681000023,35.790426852000053,1.169999999998254
804,5.800000000000000,1.007000000000000,2.491000000000000,17,C,139.537459841000100,35.790403868000055,1.639999999999418
